Angiosperms,Cra
Angiosperms,Bnh
Angiosperms,Tar
Angiosperms,Aal
Angiosperms,Aty
Angiosperms,Cru
Angiosperms,Cen
Angiosperms,Esy
Angiosperms,Aar
Angiosperms,Tha
Angiosperms,Cpa
Angiosperms,Mol
Angiosperms,Gsz
Angiosperms,Gra
Angiosperms,Tcc
Angiosperms,Hha
Angiosperms,Asi
Angiosperms,Tos
Angiosperms,Csv
Angiosperms,Mai
Angiosperms,Aya
Angiosperms,Cfo
Angiosperms,Aca
Angiosperms,Ptr
Angiosperms,Sdu
Angiosperms,Por
Angiosperms,Ela
Angiosperms,Mes
Angiosperms,Kob
Angiosperms,Luy
Angiosperms,Twi
Angiosperms,Med
Angiosperms,Egr
Angiosperms,Pgu
Angiosperms,Ptu
Angiosperms,Ppy
Angiosperms,Mdh
Angiosperms,Ppl
Angiosperms,Rch
Angiosperms,Fve
Angiosperms,Mal
Angiosperms,Bon
Angiosperms,Csc
Angiosperms,Rru
Angiosperms,Cla
Angiosperms,Csa
Angiosperms,Trs
Angiosperms,Jrr
Angiosperms,Cip
Angiosperms,Mrb
Angiosperms,Bep
Angiosperms,Com
Angiosperms,Cmx
Angiosperms,Gmg
Angiosperms,Pvu
Angiosperms,Mtr
Angiosperms,Ljg
Angiosperms,Sto
Angiosperms,Euj
Angiosperms,Kfe
Angiosperms,Vvi
Angiosperms,Mro
Angiosperms,Cja
Angiosperms,Bve
Angiosperms,Smv
Angiosperms,Ahy
Angiosperms,Dca
Angiosperms,Poa
Angiosperms,Hun
Angiosperms,Sim
Angiosperms,Fta
Angiosperms,Dsp
Angiosperms,Mgu
Angiosperms,Mau
Angiosperms,Cab
Angiosperms,Smd
Angiosperms,Sas
Angiosperms,Jam
Angiosperms,Sin
Angiosperms,Stf
Angiosperms,Ure
Angiosperms,Ugi
Angiosperms,Bal
Angiosperms,Lbr
Angiosperms,Anm
Angiosperms,Ahp
Angiosperms,Phu
Angiosperms,Oea
Angiosperms,Fex
Angiosperms,Stu
Angiosperms,Soc
Angiosperms,Cau
Angiosperms,Pax
Angiosperms,Ini
Angiosperms,Len
Angiosperms,Eug
Angiosperms,Gse
Angiosperms,Cro
Angiosperms,Cof
Angiosperms,Opp
Angiosperms,Euu
Angiosperms,Han
Angiosperms,Csg
Angiosperms,Cti
Angiosperms,Plx
Angiosperms,Pny
Angiosperms,Api
Angiosperms,Loj
Angiosperms,Vmb
Angiosperms,Rgr
Angiosperms,Cle
Angiosperms,Ach
Angiosperms,Rgo
Angiosperms,Chu
Angiosperms,Dio
Angiosperms,Syd
Angiosperms,Acc
Angiosperms,Caa
Angiosperms,Hma
Angiosperms,Mao
Angiosperms,Tsp
Angiosperms,Nnu
Angiosperms,Tsl
Angiosperms,Aqc
Angiosperms,Aox
Angiosperms,Epu
Angiosperms,Kun
Angiosperms,Psp
Angiosperms,Akt
Angiosperms,Lcu
Angiosperms,Cka
Angiosperms,Cpy
Angiosperms,Mof
Angiosperms,Arf
Angiosperms,Pni
Angiosperms,Chq
Angiosperms,Cde
Angiosperms,Bdi
Angiosperms,Aea
Angiosperms,Ped
Angiosperms,Osm
Angiosperms,Sbi
Angiosperms,Zma
Angiosperms,Oth
Angiosperms,Pla
Angiosperms,Kli
Angiosperms,Tlb
Angiosperms,Aco
Angiosperms,Cod
Angiosperms,Pdb
Angiosperms,Mac
Angiosperms,Zof
Angiosperms,Aof
Angiosperms,Ass
Angiosperms,Asa
Angiosperms,Hci
Angiosperms,Peq
Angiosperms,Dch
Angiosperms,Vpl
Angiosperms,Dal
Angiosperms,Abc
Angiosperms,Sie
Angiosperms,Sps
Angiosperms,Wag
Angiosperms,Zom
Angiosperms,Nco
Angiosperms,Atr
Gymnosperms,Tch
Gymnosperms,Twa
Gymnosperms,Pit
Gymnosperms,Gbi
Gymnosperms,Wmi
Gymnosperms,Gmo
Ferns,Afi
Ferns,Scu
Ferns,Adiantum_capillus-veneris
Ferns,Ceratopteris_richardii
Ferns,Alsophila_spinulosa
Ferns,Marsilea_vestita
Lycophytes,Diphasiastrum_complanatum
Lycophytes,Huperzia_asiatica_hapA
Lycophytes,Huperzia_asiatica_hapB
Lycophytes,Lycopodium_clavatum
Lycophytes,Sta
Lycophytes,Sle
Bryophytes,Smo
Bryophytes,Ita
Bryophytes,Syc
Bryophytes,Cpr
Bryophytes,Foa
Bryophytes,Cap
Bryophytes,Ppa
Bryophytes,Mpo
Zygnematophyceae,Anb
Zygnematophyceae,Ant
Zygnematophyceae,Zygcir1559_1
Zygnematophyceae,Zygcir1560_1
Zygnematophyceae,Zygcir6981b_2
Zygnematophyceae,Zygcyl6981a_1
Zygnematophyceae,Men
Streptophyte_algae,Smu
Streptophyte_algae,Pma
Streptophyte_algae,Cbr
Streptophyte_algae,Knh
Streptophyte_algae,Mvi
Streptophyte_algae,Cat
Streptophyte_algae,Czo
Chlorophyta,Soe
Chlorophyta,Rsu
Chlorophyta,Vca
Chlorophyta,Cre
Chlorophyta,Umu
Chlorophyta,Cvu
Chlorophyta,Chf
Chlorophyta,Pic
Chlorophyta,Trb
Chlorophyta,Tst
Chlorophyta,Msp
Chlorophyta,Ota
Chlorophyta,Prc
